513368	38669.8	34837.2	9263.51	13029.2	5339.51	5963.82	4968.08	3904.95	3074.18	2979.93	2769.1	2626.83	2015.61	3208.24	2029.36	2770.9	2556.34	1395.1	3032.57	1776.41	1963.63	2049.61	2287.87	864.275	1766.65	1272.09	1437.09	625.46	1454.1	1455.07	2686.92	1368	2686.96	1455.1	1453.94	625.361	1437.18	1272.02	1766.75	864.511	2287.93	2049.52	1963.58	1776.31	3032.56	1394.88	2556.42	2770.77	2029.49	3207.95	2015.64	2626.83	2769.22	2979.83	3074.42	3905.32	4968.58	5963.46	5339.62	13029.5	9262.39	34835.1	38672.3	
28195.4	24433.8	25726.6	6967.28	4670.8	2542.29	4363.9	780.599	3043.1	1206.67	2339.39	1658.64	2701.94	1573.25	1659.18	1422.22	1562.54	636.938	191.343	502.653	299.109	1068.45	838.66	1761.38	1910.55	1652.75	620.79	1140.36	1005.67	848.354	265.709	968.165	765.214	304.712	948.042	911.205	501.083	1409.26	100.336	897.025	913.561	1501.43	1383.68	2122.9	958.726	1236.56	803.88	1066.22	827.37	1102.82	1876.35	2213.52	2014.99	2200.15	1074.48	3125.43	3653.55	997.917	6768.13	4243.9	7131.24	4582.85	10101	13568.7	
14155.3	16733.7	5120.51	4074.97	5293.18	3500.66	2078.5	2366.55	2507.05	2733.07	2421.67	1320.88	832.536	600.518	1325.94	529.789	711.004	1118.02	1062.21	919.817	958.587	1453.52	780.457	381.139	893.244	786.072	237.127	632.114	368.546	545.772	687.707	866.541	779.947	531.446	535.646	455.973	482.791	275.412	652.926	490.012	186.795	1308.03	700.047	1791.68	728.121	1173.82	488.935	1534.93	387.456	756.786	668.288	811.493	1856.86	1023.45	679.069	1914.86	1713.73	4191.53	673.243	3454.12	2149.02	3490.24	12536.8	3333.77	
12474.2	6680.76	7242.66	1593.18	5189.02	2020.07	2925.48	1598.92	1059.01	713.755	407.731	402.973	1059.92	414.16	668.803	851.441	1053.28	1126.92	302.632	1162.64	1498.16	461.308	149.554	507.396	514.876	262.981	833.462	681.419	369.338	941.963	596.846	717.1	1011.48	610.179	585.171	514.85	326.781	674.897	241.795	97.6036	81.0549	536.799	1120.85	725.99	1246.53	152.335	402.939	399.95	972.085	834.574	955.129	2409.57	1332.84	2097.98	1248.12	2284.55	598.359	1349.42	1730.13	4209.33	2072.48	2935.18	830.935	3870.72	
3955.6	1749.26	6841.48	3339.35	2639.37	2806.58	2723.1	2035.77	1570.81	981.018	1694.63	1293.94	454.722	343.552	503.704	246.531	360.54	301.412	583.3	302.954	1074.44	598.822	409.486	637.206	675.252	1049.24	1069.63	320.592	568.07	294.977	954.977	331.528	351.363	543.385	372.024	1020.63	412.242	998.718	620.05	305.905	427.409	749.564	740.094	897.305	198.453	381.053	598.312	512.106	1612.45	964.304	179.069	465.294	1465.97	564.606	2178.1	555.353	1176.58	1116.77	1732.06	3977.25	4814.18	2908.61	4600.35	6845.4	
4910.96	6882.32	2003.15	4427.78	1768.1	2226.63	1264.89	985.686	2518.9	1831.83	1211.49	1192.5	627.777	555.112	606.395	836.578	1370.84	659.999	353.886	641.411	540.031	323.747	424.894	862.052	755.324	456.437	445.514	1040.19	620.066	470.278	546.531	178.739	236.678	599.76	250.151	161.83	591.534	318.345	811.384	443.045	1022.05	595.391	793.926	478.248	1530.04	629.063	1613.5	743.944	434.927	300.105	940.115	579.113	1518.74	1666.76	544.899	2344.86	1147.14	3466.77	1991.75	3415.32	1344.33	2674.3	2124.69	7607.98	
1405.47	3165.84	4386.57	2741.31	3267.91	2107.22	1410.15	306.321	1080.74	907.149	2128.4	331.251	185.101	1126.04	946.085	529.545	93.5116	483.077	316.147	1019.15	246.541	314.541	142.293	1027.87	702.737	516.746	298.369	668.55	512.086	404.956	868.465	344.568	291.777	237.655	468.956	552.462	330.143	595.367	667.562	256.49	430.995	740.478	629.048	448.596	286.042	460.617	214.679	1328.68	731.83	1473.69	1184.23	2069.57	316.967	1741.62	1268.86	1245.82	2483.66	2971.54	1508.09	5078.58	1176.97	859.957	3421.62	1397.15	
2578.85	2991.74	283.605	2664.18	2243.04	1310.77	2229.14	393.887	534.306	464.103	1143.88	1349.21	1027.69	1019.41	216.658	1277.2	974.193	1136.02	433.328	417.193	242.355	693.952	556.994	1284.25	343.664	612.342	947.018	316.949	834.568	413.039	801.357	912.13	600.406	456.931	275.948	511.503	955.451	32.5884	652.664	264.037	632.368	1123.86	698.002	951.573	647.514	1072.72	540.852	1405.96	398.689	1825.83	1098.81	1655.53	393.873	1377.93	1341.84	1258.93	1771.86	598.432	1437.83	1978.97	1692.98	1435.7	2066.22	4790.08	
3678.3	4465.18	1307.63	1129.6	1538.45	1140.99	1764.42	1444.68	2087.25	1386.25	765.513	1129.28	792.498	596.169	158.681	706.631	433.472	792.907	1397.97	384.987	419.393	710.555	1052.57	808.625	449.954	177.45	219.181	706.037	809.482	688.707	413.902	745.813	654.59	691.558	1166.41	753.702	888.715	411.078	792.94	666.696	227.124	1024.22	793.001	259.978	1049.26	622.074	931.318	325.84	461.433	297.684	1480.4	650.718	856.971	1848.26	1716.78	1028.18	1045.89	1331.69	2498.88	1956.07	1239.19	1396.45	3872.52	2532.9	
2935.59	4061.26	1740.15	1434.84	838.622	2919.31	2234.5	855.066	1477.3	1440.58	757.384	1113.17	258.748	554.587	326.743	975.722	323.097	693.992	1147.35	424.863	160.457	459.088	240.504	745.584	173.391	846.908	387.404	714.936	536.331	1039.1	792.683	374.491	607.728	1289.93	449.186	289.69	381.6	1029.39	714.462	1046.88	869.189	923.582	1048.48	361.25	514.023	523.315	238.838	736.955	799.497	930.125	752.278	2207.74	700.309	673.111	347.74	893.59	1188.55	1327.79	1169.31	1325.2	2075.27	592.371	1353.37	1901.65	
